"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"diversity-effect"
"05/25/2026 20:16:35:455 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","mean-threshold","sd-threshold","[step]","final-proportion","ticks"
"287","fully connected","normal","100","25","15","1","13","1"
"288","fully connected","normal","100","25","15","2","39","2"
"286","fully connected","normal","100","25","15","3","21","3"
"287","fully connected","normal","100","25","15","2","70","2"
"288","fully connected","normal","100","25","15","3","95","3"
"286","fully connected","normal","100","25","15","4","81","4"
"288","fully connected","normal","100","25","15","4","100","4"
"289","fully connected","normal","100","25","15","0","0","0"
"286","fully connected","normal","100","25","15","5","100","5"
"287","fully connected","normal","100","25","15","3","100","3"
"289","fully connected","normal","100","25","15","1","4","1"
"289","fully connected","normal","100","25","15","2","7","2"
"289","fully connected","normal","100","25","15","3","11","3"
"289","fully connected","normal","100","25","15","4","23","4"
"289","fully connected","normal","100","25","15","5","71","5"
"289","fully connected","normal","100","25","15","6","100","6"
"290","fully connected","normal","100","25","15","0","0","0"
"290","fully connected","normal","100","25","15","1","9","1"
"290","fully connected","normal","100","25","15","2","36","2"
"290","fully connected","normal","100","25","15","3","99","3"
"291","fully connected","normal","100","25","15","0","0","0"
"290","fully connected","normal","100","25","15","4","100","4"
"293","fully connected","normal","100","25","15","0","0","0"
"292","fully connected","normal","100","25","15","0","0","0"
"293","fully connected","normal","100","25","15","1","5","1"
"291","fully connected","normal","100","25","15","1","10","1"
"292","fully connected","normal","100","25","15","1","14","1"
"293","fully connected","normal","100","25","15","2","6","2"
"291","fully connected","normal","100","25","15","2","36","2"
"292","fully connected","normal","100","25","15","2","61","2"
"291","fully connected","normal","100","25","15","3","95","3"
"294","fully connected","normal","100","25","15","0","0","0"
"292","fully connected","normal","100","25","15","3","100","3"
"295","fully connected","normal","100","25","15","0","0","0"
"291","fully connected","normal","100","25","15","4","100","4"
"294","fully connected","normal","100","25","15","1","8","1"
"295","fully connected","normal","100","25","15","1","2","1"
"294","fully connected","normal","100","25","15","2","16","2"
"294","fully connected","normal","100","25","15","3","56","3"
"296","fully connected","normal","100","25","15","0","0","0"
"297","fully connected","normal","100","25","15","0","0","0"
"296","fully connected","normal","100","25","15","1","15","1"
"294","fully connected","normal","100","25","15","4","99","4"
"294","fully connected","normal","100","25","15","5","100","5"
"296","fully connected","normal","100","25","15","2","62","2"
"296","fully connected","normal","100","25","15","3","100","3"
"298","fully connected","normal","100","25","15","0","0","0"
"298","fully connected","normal","100","25","15","1","8","1"
"299","fully connected","normal","100","25","15","0","0","0"
"298","fully connected","normal","100","25","15","2","41","2"
"299","fully connected","normal","100","25","15","1","3","1"
"298","fully connected","normal","100","25","15","3","99","3"
"300","fully connected","normal","100","25","15","0","0","0"
"298","fully connected","normal","100","25","15","4","100","4"
"300","fully connected","normal","100","25","15","1","4","1"
"300","fully connected","normal","100","25","15","2","6","2"
"301","fully connected","normal","100","25","16","0","0","0"
"300","fully connected","normal","100","25","15","3","12","3"
"301","fully connected","normal","100","25","16","1","14","1"
"300","fully connected","normal","100","25","15","4","43","4"
"300","fully connected","normal","100","25","15","5","99","5"
"301","fully connected","normal","100","25","16","2","55","2"
"301","fully connected","normal","100","25","16","3","99","3"
"302","fully connected","normal","100","25","16","0","0","0"
"300","fully connected","normal","100","25","15","6","100","6"
"301","fully connected","normal","100","25","16","4","100","4"
"302","fully connected","normal","100","25","16","1","9","1"
"302","fully connected","normal","100","25","16","2","23","2"
"303","fully connected","normal","100","25","16","0","0","0"
"302","fully connected","normal","100","25","16","3","72","3"
"303","fully connected","normal","100","25","16","1","12","1"
"303","fully connected","normal","100","25","16","2","22","2"
"302","fully connected","normal","100","25","16","4","100","4"
"303","fully connected","normal","100","25","16","3","73","3"
"303","fully connected","normal","100","25","16","4","100","4"
"304","fully connected","normal","100","25","16","0","0","0"
"305","fully connected","normal","100","25","16","0","0","0"
"304","fully connected","normal","100","25","16","1","5","1"
"305","fully connected","normal","100","25","16","1","7","1"
"305","fully connected","normal","100","25","16","2","28","2"
"250","fully connected","normal","100","25","13","2","27","2"
"305","fully connected","normal","100","25","16","3","87","3"
"305","fully connected","normal","100","25","16","4","100","4"
"307","fully connected","normal","100","25","16","0","0","0"
"306","fully connected","normal","100","25","16","0","0","0"
"306","fully connected","normal","100","25","16","1","10","1"
"307","fully connected","normal","100","25","16","1","10","1"
"306","fully connected","normal","100","25","16","2","40","2"
"307","fully connected","normal","100","25","16","2","59","2"
"306","fully connected","normal","100","25","16","3","97","3"
"307","fully connected","normal","100","25","16","3","100","3"
"306","fully connected","normal","100","25","16","4","100","4"
"308","fully connected","normal","100","25","16","0","0","0"
"309","fully connected","normal","100","25","16","0","0","0"
"308","fully connected","normal","100","25","16","1","7","1"
"309","fully connected","normal","100","25","16","1","11","1"
"308","fully connected","normal","100","25","16","2","17","2"
"309","fully connected","normal","100","25","16","2","24","2"
"308","fully connected","normal","100","25","16","3","59","3"
"309","fully connected","normal","100","25","16","3","78","3"
"310","fully connected","normal","100","25","16","0","0","0"
"308","fully connected","normal","100","25","16","4","99","4"
"309","fully connected","normal","100","25","16","4","100","4"
"310","fully connected","normal","100","25","16","1","22","1"
"308","fully connected","normal","100","25","16","5","100","5"
"310","fully connected","normal","100","25","16","2","90","2"
"311","fully connected","normal","100","25","16","0","0","0"
"310","fully connected","normal","100","25","16","3","100","3"
"311","fully connected","normal","100","25","16","1","2","1"
"311","fully connected","normal","100","25","16","2","4","2"
"311","fully connected","normal","100","25","16","3","7","3"
"312","fully connected","normal","100","25","16","0","0","0"
"311","fully connected","normal","100","25","16","4","10","4"
"311","fully connected","normal","100","25","16","5","28","5"
"312","fully connected","normal","100","25","16","1","21","1"
"313","fully connected","normal","100","25","16","0","0","0"
"312","fully connected","normal","100","25","16","2","78","2"
"311","fully connected","normal","100","25","16","6","91","6"
"313","fully connected","normal","100","25","16","1","21","1"
"312","fully connected","normal","100","25","16","3","100","3"
"311","fully connected","normal","100","25","16","7","100","7"
"313","fully connected","normal","100","25","16","2","82","2"
"313","fully connected","normal","100","25","16","3","100","3"
"314","fully connected","normal","100","25","16","0","0","0"
"315","fully connected","normal","100","25","16","0","0","0"
"314","fully connected","normal","100","25","16","1","9","1"
"315","fully connected","normal","100","25","16","1","8","1"
"314","fully connected","normal","100","25","16","2","26","2"
"315","fully connected","normal","100","25","16","2","19","2"
"314","fully connected","normal","100","25","16","3","88","3"
"316","fully connected","normal","100","25","16","0","0","0"
"315","fully connected","normal","100","25","16","3","77","3"
"314","fully connected","normal","100","25","16","4","100","4"
"316","fully connected","normal","100","25","16","1","21","1"
"315","fully connected","normal","100","25","16","4","100","4"
"316","fully connected","normal","100","25","16","2","87","2"
"317","fully connected","normal","100","25","16","0","0","0"
"316","fully connected","normal","100","25","16","3","100","3"
"317","fully connected","normal","100","25","16","1","4","1"
"318","fully connected","normal","100","25","16","0","0","0"
"319","fully connected","normal","100","25","16","0","0","0"
"318","fully connected","normal","100","25","16","1","6","1"
"319","fully connected","normal","100","25","16","1","15","1"
"318","fully connected","normal","100","25","16","2","16","2"
"319","fully connected","normal","100","25","16","2","53","2"
"318","fully connected","normal","100","25","16","3","67","3"
"319","fully connected","normal","100","25","16","3","100","3"
"318","fully connected","normal","100","25","16","4","100","4"
"321","fully connected","normal","100","25","17","0","0","0"
"320","fully connected","normal","100","25","16","0","0","0"
"321","fully connected","normal","100","25","17","1","30","1"
"320","fully connected","normal","100","25","16","1","8","1"
"321","fully connected","normal","100","25","17","2","86","2"
"320","fully connected","normal","100","25","16","2","14","2"
"321","fully connected","normal","100","25","17","3","100","3"
"322","fully connected","normal","100","25","17","0","0","0"
"320","fully connected","normal","100","25","16","3","69","3"
"323","fully connected","normal","100","25","17","0","0","0"
"322","fully connected","normal","100","25","17","1","15","1"
"323","fully connected","normal","100","25","17","1","14","1"
"320","fully connected","normal","100","25","16","4","100","4"
"322","fully connected","normal","100","25","17","2","61","2"
"323","fully connected","normal","100","25","17","2","40","2"
"323","fully connected","normal","100","25","17","3","95","3"
"322","fully connected","normal","100","25","17","3","100","3"
"323","fully connected","normal","100","25","17","4","100","4"
"324","fully connected","normal","100","25","17","0","0","0"
"324","fully connected","normal","100","25","17","1","17","1"
"250","fully connected","normal","100","25","13","3","94","3"
"326","fully connected","normal","100","25","17","0","0","0"
"325","fully connected","normal","100","25","17","0","0","0"
"327","fully connected","normal","100","25","17","0","0","0"
"324","fully connected","normal","100","25","17","2","80","2"
"325","fully connected","normal","100","25","17","1","26","1"
"327","fully connected","normal","100","25","17","1","18","1"
"324","fully connected","normal","100","25","17","3","100","3"
"326","fully connected","normal","100","25","17","1","13","1"
"325","fully connected","normal","100","25","17","2","82","2"
"327","fully connected","normal","100","25","17","2","77","2"
"325","fully connected","normal","100","25","17","3","100","3"
"326","fully connected","normal","100","25","17","2","50","2"
"327","fully connected","normal","100","25","17","3","100","3"
"328","fully connected","normal","100","25","17","0","0","0"
"326","fully connected","normal","100","25","17","3","99","3"
"326","fully connected","normal","100","25","17","4","100","4"
"328","fully connected","normal","100","25","17","1","37","1"
"328","fully connected","normal","100","25","17","2","96","2"
"328","fully connected","normal","100","25","17","3","100","3"
"329","fully connected","normal","100","25","17","0","0","0"
"329","fully connected","normal","100","25","17","1","25","1"
"329","fully connected","normal","100","25","17","2","95","2"
"329","fully connected","normal","100","25","17","3","100","3"
"330","fully connected","normal","100","25","17","0","0","0"
"332","fully connected","normal","100","25","17","0","0","0"
"332","fully connected","normal","100","25","17","1","15","1"
"330","fully connected","normal","100","25","17","1","6","1"
"333","fully connected","normal","100","25","17","0","0","0"
"331","fully connected","normal","100","25","17","0","0","0"
"333","fully connected","normal","100","25","17","1","18","1"
"332","fully connected","normal","100","25","17","2","56","2"
