"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"mean-effect"
"05/25/2026 19:52:47:781 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","sd-threshold","mean-threshold","[step]","final-proportion","ticks"
"830","fully connected","normal","100","20","28","5","100","5"
"831","fully connected","normal","100","20","28","0","0","0"
"831","fully connected","normal","100","20","28","1","11","1"
"833","fully connected","normal","100","20","28","0","0","0"
"831","fully connected","normal","100","20","28","2","33","2"
"833","fully connected","normal","100","20","28","1","24","1"
"831","fully connected","normal","100","20","28","3","88","3"
"795","fully connected","normal","100","20","27","1","14","1"
"833","fully connected","normal","100","20","28","2","72","2"
"831","fully connected","normal","100","20","28","4","100","4"
"833","fully connected","normal","100","20","28","3","100","3"
"835","fully connected","normal","100","20","28","0","0","0"
"834","fully connected","normal","100","20","28","0","0","0"
"835","fully connected","normal","100","20","28","1","7","1"
"834","fully connected","normal","100","20","28","1","5","1"
"835","fully connected","normal","100","20","28","2","13","2"
"834","fully connected","normal","100","20","28","2","19","2"
"835","fully connected","normal","100","20","28","3","33","3"
"835","fully connected","normal","100","20","28","4","86","4"
"834","fully connected","normal","100","20","28","3","42","3"
"835","fully connected","normal","100","20","28","5","100","5"
"836","fully connected","normal","100","20","28","0","0","0"
"836","fully connected","normal","100","20","28","1","10","1"
"836","fully connected","normal","100","20","28","2","41","2"
"836","fully connected","normal","100","20","28","3","95","3"
"836","fully connected","normal","100","20","28","4","100","4"
"837","fully connected","normal","100","20","28","0","0","0"
"837","fully connected","normal","100","20","28","1","9","1"
"837","fully connected","normal","100","20","28","2","23","2"
"837","fully connected","normal","100","20","28","3","83","3"
"837","fully connected","normal","100","20","28","4","100","4"
"838","fully connected","normal","100","20","28","0","0","0"
"838","fully connected","normal","100","20","28","1","10","1"
"838","fully connected","normal","100","20","28","2","29","2"
"838","fully connected","normal","100","20","28","3","79","3"
"838","fully connected","normal","100","20","28","4","100","4"
"839","fully connected","normal","100","20","28","0","0","0"
"839","fully connected","normal","100","20","28","1","11","1"
"839","fully connected","normal","100","20","28","2","26","2"
"839","fully connected","normal","100","20","28","3","76","3"
"839","fully connected","normal","100","20","28","4","100","4"
"841","fully connected","normal","100","20","29","0","0","0"
"841","fully connected","normal","100","20","29","1","11","1"
"841","fully connected","normal","100","20","29","2","22","2"
"841","fully connected","normal","100","20","29","3","35","3"
"841","fully connected","normal","100","20","29","4","86","4"
"841","fully connected","normal","100","20","29","5","100","5"
"842","fully connected","normal","100","20","29","0","0","0"
"842","fully connected","normal","100","20","29","1","20","1"
"842","fully connected","normal","100","20","29","2","55","2"
"842","fully connected","normal","100","20","29","3","98","3"
"842","fully connected","normal","100","20","29","4","100","4"
"843","fully connected","normal","100","20","29","0","0","0"
"843","fully connected","normal","100","20","29","1","6","1"
"843","fully connected","normal","100","20","29","2","12","2"
"843","fully connected","normal","100","20","29","3","27","3"
"843","fully connected","normal","100","20","29","4","75","4"
"844","fully connected","normal","100","20","29","0","0","0"
"843","fully connected","normal","100","20","29","5","100","5"
"844","fully connected","normal","100","20","29","1","14","1"
"844","fully connected","normal","100","20","29","2","45","2"
"844","fully connected","normal","100","20","29","3","95","3"
"844","fully connected","normal","100","20","29","4","100","4"
"795","fully connected","normal","100","20","27","2","29","2"
"845","fully connected","normal","100","20","29","0","0","0"
"845","fully connected","normal","100","20","29","1","5","1"
"845","fully connected","normal","100","20","29","2","7","2"
"846","fully connected","normal","100","20","29","0","0","0"
"845","fully connected","normal","100","20","29","3","9","3"
"846","fully connected","normal","100","20","29","1","7","1"
"845","fully connected","normal","100","20","29","4","12","4"
"846","fully connected","normal","100","20","29","2","12","2"
"845","fully connected","normal","100","20","29","5","17","5"
"846","fully connected","normal","100","20","29","3","24","3"
"845","fully connected","normal","100","20","29","6","42","6"
"846","fully connected","normal","100","20","29","4","85","4"
"845","fully connected","normal","100","20","29","7","93","7"
"846","fully connected","normal","100","20","29","5","100","5"
"845","fully connected","normal","100","20","29","8","100","8"
"847","fully connected","normal","100","20","29","0","0","0"
"847","fully connected","normal","100","20","29","1","13","1"
"847","fully connected","normal","100","20","29","2","34","2"
"847","fully connected","normal","100","20","29","3","93","3"
"847","fully connected","normal","100","20","29","4","100","4"
"849","fully connected","normal","100","20","29","0","0","0"
"849","fully connected","normal","100","20","29","1","18","1"
"849","fully connected","normal","100","20","29","2","47","2"
"849","fully connected","normal","100","20","29","3","98","3"
"849","fully connected","normal","100","20","29","4","100","4"
"832","fully connected","normal","100","20","28","2","21","2"
"832","fully connected","normal","100","20","28","3","48","3"
"848","fully connected","normal","100","20","29","0","0","0"
"848","fully connected","normal","100","20","29","1","9","1"
"832","fully connected","normal","100","20","28","4","95","4"
"848","fully connected","normal","100","20","29","2","36","2"
"850","fully connected","normal","100","20","29","0","0","0"
"848","fully connected","normal","100","20","29","3","91","3"
"850","fully connected","normal","100","20","29","1","4","1"
"848","fully connected","normal","100","20","29","4","100","4"
"850","fully connected","normal","100","20","29","2","5","2"
"850","fully connected","normal","100","20","29","3","6","3"
"850","fully connected","normal","100","20","29","4","7","4"
"851","fully connected","normal","100","20","29","0","0","0"
"834","fully connected","normal","100","20","28","4","91","4"
"851","fully connected","normal","100","20","29","1","24","1"
"834","fully connected","normal","100","20","28","5","100","5"
"851","fully connected","normal","100","20","29","2","72","2"
"851","fully connected","normal","100","20","29","3","100","3"
"852","fully connected","normal","100","20","29","0","0","0"
"852","fully connected","normal","100","20","29","1","14","1"
"853","fully connected","normal","100","20","29","0","0","0"
"852","fully connected","normal","100","20","29","2","29","2"
"853","fully connected","normal","100","20","29","1","9","1"
"853","fully connected","normal","100","20","29","2","21","2"
"852","fully connected","normal","100","20","29","3","80","3"
"853","fully connected","normal","100","20","29","3","48","3"
"852","fully connected","normal","100","20","29","4","100","4"
"853","fully connected","normal","100","20","29","4","98","4"
"853","fully connected","normal","100","20","29","5","100","5"
"854","fully connected","normal","100","20","29","0","0","0"
"854","fully connected","normal","100","20","29","1","12","1"
"795","fully connected","normal","100","20","27","3","68","3"
"857","fully connected","normal","100","20","29","0","0","0"
"856","fully connected","normal","100","20","29","0","0","0"
"840","fully connected","normal","100","20","28","0","0","0"
"855","fully connected","normal","100","20","29","0","0","0"
"854","fully connected","normal","100","20","29","2","26","2"
"857","fully connected","normal","100","20","29","1","12","1"
"857","fully connected","normal","100","20","29","2","27","2"
"840","fully connected","normal","100","20","28","1","33","1"
"856","fully connected","normal","100","20","29","1","14","1"
"854","fully connected","normal","100","20","29","3","73","3"
"857","fully connected","normal","100","20","29","3","70","3"
"855","fully connected","normal","100","20","29","1","6","1"
"856","fully connected","normal","100","20","29","2","41","2"
"854","fully connected","normal","100","20","29","4","100","4"
"840","fully connected","normal","100","20","28","2","84","2"
"855","fully connected","normal","100","20","29","2","8","2"
"857","fully connected","normal","100","20","29","4","100","4"
"856","fully connected","normal","100","20","29","3","92","3"
"840","fully connected","normal","100","20","28","3","100","3"
"855","fully connected","normal","100","20","29","3","9","3"
"856","fully connected","normal","100","20","29","4","100","4"
"859","fully connected","normal","100","20","29","0","0","0"
"858","fully connected","normal","100","20","29","0","0","0"
"859","fully connected","normal","100","20","29","1","25","1"
"860","fully connected","normal","100","20","29","0","0","0"
"859","fully connected","normal","100","20","29","2","82","2"
"862","fully connected","normal","100","20","29","0","0","0"
"858","fully connected","normal","100","20","29","1","9","1"
"862","fully connected","normal","100","20","29","1","14","1"
"859","fully connected","normal","100","20","29","3","100","3"
